business_id,name_x,categories,category_Casual Dining & Drinks,category_Diverse Cuisine & Entertainment,category_Health & Lifestyle,category_Nightlife Essentials,category_Traditional Comfort Foods,category_Sophisticated Eats
ssZSQ7HzLFBbm41gWubXKQ,Costa Terraza,"Restaurants, Tapas/Small Plates",0,0,0,1,0,0
apdwYbDYSOgD89eEa8yDcw,McDonald's,"Restaurants, Burgers, Food, Fast Food, Coffee & Tea",0,0,0,0,0,1
JiBxL733qjm8WAddu-RzDQ,Broad Street Oyster Company,"Food Trucks, Caterers, Seafood, Restaurants, Event Planning & Services, Food",1,0,0,0,1,1
RjOnk_W82F2brYtpDZ59MA,Cubaneo,"Cuban, Restaurants, Bars, Sandwiches, Nightlife",1,1,1,0,0,0
DEmAmcR4xNilT5WY5ImEFA,Vegan GreenGO,"Mexican, Vegan, Restaurants, Vegetarian",0,1,0,0,1,0
fVUurZgbWXzp2QzDzJzmpA,Pickles & Swiss,"Delis, Gluten-Free, Fast Food, Salad, Sandwiches, Restaurants",1,0,0,0,1,1
uO39--k_hrCFgZh-Bl8m8A,Taqueria Cuernavaca,"Mexican, Tacos, Restaurants",0,1,0,0,1,0
T5serOgucL236udCsZI0jA,Xanadu Bakery,"Restaurants, Bakeries, Food",0,0,0,0,0,1
MJI-bNIn3QDgiGggm9Wp1w,Moby Dick Restaurant,"Seafood, American (Traditional), Breakfast & Brunch, Restaurants",1,1,0,0,0,0
TzNk1TcWLZn0JCpO83hBAA,Stella Mare's,"American (Traditional), American (New), French, Restaurants",1,1,0,0,1,0
l_slvEnh4v3W8BXF1gYlcQ,Baja Sharkeez,"Mexican, Bars, Tex-Mex, Nightlife, Dance Clubs, Sports Bars, Restaurants",0,1,1,1,0,0
o4IiNbNybcy-L4vzTSoDJw,Ca' Dario,"Tuscan, Seafood, Wine Bars, Restaurants, Bars, Nightlife, Italian",1,1,1,0,0,1
45D7B9CqiUTTPUFcqmLx5Q,Live Oak Cafe,"Farmers Market, Food, Fast Food, American (New), Bars, Wine Bars, Breakfast & Brunch, Cafes, Restaurants, Nightlife",0,1,0,1,0,1
0cWnURpfrb4MqKSzyVN4SQ,Alcazar Tapas Bar,"Tapas Bars, Restaurants",0,0,0,1,0,0
Un-UDVOuv1co3TMmGaumxA,Shoreline Beach Cafe,"Cafes, Burgers, American (Traditional), Tacos, Seafood, Restaurants, Mexican",1,1,0,0,1,1
iBBV8vesQ8fo2IQA7an1JA,Jane,"Restaurants, Food, American (New), Wine Bars, Nightlife, Venues & Event Spaces, Bars, Event Planning & Services",1,1,0,1,0,1
y4x_wAQvUxvTR8iV-JP4Jg,On The Alley,"American (Traditional), Seafood, Sandwiches, Restaurants, Burgers, Breakfast & Brunch",1,1,0,0,0,1
5uNCvNy9L6peKeKP1RRPyg,Saigon Vietnamese Restaurant,"Vietnamese, Restaurants, Bars, Seafood, Wine Bars, Vegetarian, Nightlife, Noodles",1,1,0,1,1,1
JjmmSW_QQh2Db4fuIEMATA,Persona Pizzeria,"Food, Italian, Pizza, Fast Food, Gelato, Chicken Wings, Sandwiches, Salad, Restaurants",1,0,1,1,0,1
E1R-xslwl7XeTN5lQ7mWPg,Little Kitchen,"Breakfast & Brunch, Diners, Nightlife, Restaurants, Comfort Food, American (New), Burgers, Salad",0,1,0,1,1,1
z31te0YMSegTdktp3qYqGw,Empress Palace,"Sushi Bars, Szechuan, Cantonese, Restaurants, Chinese",0,0,1,1,1,0
PHSda9zEwtFicCICD6TP1A,Luna Grill,"Mediterranean, Restaurants, Salad, Greek",0,0,1,1,0,1
jssubXBNkiSJIhbKuDtmpQ,Sushi Teri House,"Sushi Bars, Japanese, Restaurants",0,0,0,0,1,0
uZYBF0YTU_iKq4_L_PDtMQ,Zaytoon,"Restaurants, Middle Eastern, Bars, Nightlife, Mediterranean, Lebanese",0,1,1,1,0,0
lu2UpRHLBZfvLG_caNEHKQ,The Natural Cafe,"Restaurants, Vegetarian, Salad, Coffee & Tea, Tex-Mex, American (Traditional), Burgers, Food, Sandwiches, Mexican, Juice Bars & Smoothies",1,1,0,1,1,1
YiSr-W5BBX6uXnhWPxk82Q,Hoffmann Brat Haus,"Beer Bar, Burgers, Belgian, Restaurants, Nightlife, German, Bars",0,1,1,1,0,1
INaAIFXWueRVjgmuNtJTEw,Dutch Garden Restaurant,"Bars, Nightlife, German, Restaurants",0,1,1,0,0,0
Oeaerj6kDDBRGnUh0wLAvA,Woody's BBQ,"Restaurants, Barbeque",0,0,0,0,1,0
SsHMgOW3TT48Z7jeV5beqQ,Kimchi Korean BBQ,"Korean, Barbeque, Restaurants",0,0,0,1,1,0
qyXcWGL5-bU_uV2VKxqzTw,The Habit,"Restaurants, Burgers",0,0,0,0,0,1
2bxZhBk8JZkJ1GqfTB0cUQ,California Pasta,"Caterers, Italian, Food Delivery Services, American (New), Event Planning & Services, Restaurants, Food",1,1,0,1,0,1
IljCDlZnTftfZEruqa4sRQ,The Funk Zone,"Art Galleries, Wine Bars, Shopping, Nightlife, Restaurants, Wineries, Bars, Food, Arts & Entertainment",0,1,1,1,0,1
UA3HxLprLSOO9J6l1iR2Cg,China Palace,"Restaurants, Wine Bars, Seafood, Bars, Nightlife, Chinese, Vegetarian, Dim Sum",1,1,0,1,1,1
nB0dV8yPv29F3-CFMPG8cw,Joe's Cafe,"Steakhouses, Cafes, American (Traditional), Seafood, Breakfast & Brunch, Restaurants, Sandwiches",1,1,0,1,0,1
E_ac8Q20OJD9L8cafCBKaQ,Milk & Honey Tapas,"Restaurants, Food Delivery Services, Nightlife, Cocktail Bars, Food, Tapas Bars, Bars",0,1,0,1,0,1
8RlO6NuhWzXktp-1croq5A,Szechuan Restaurant,"Szechuan, Chinese, Restaurants",0,0,0,1,1,0
QFh-h_OZ5Io-mBk32HN28A,Kyle's Kitchen,"Cafes, Restaurants, Sandwiches, Chicken Shop, Salad, American (New), Burgers, Breakfast & Brunch",1,1,1,0,0,1
uJc9lKaxLNBZch866x4_pA,Marketplace Cafe,"Restaurants, Cafes, Food, American (New), Diners",0,1,0,0,1,1
qdpdUjdkEUpzYDdce2yZng,Plaza Deli,"Sandwiches, Restaurants, Salad, Hot Dogs, Delis",1,0,0,1,0,1
29YqJwOGEuAWqlHZxMc1OA,Paradise Cafe,"American (Traditional), American (New), Nightlife, Restaurants, Seafood, Cafes",1,1,0,0,0,1
TUtf4FLtotdQDleYpRIfnw,California Pizza Kitchen at Santa Barbara,"Restaurants, American (Traditional), American (New), Salad, Pizza, Gluten-Free",1,1,0,0,1,1
oq4-qHT6EJeR81GBDq1OVg,Italian Grocery & Deli,"Food, Sandwiches, Restaurants, Delis, Grocery",1,0,0,0,1,1
3lty2YUwjp61iUqNgKVEMw,Marmalade Cafe,"Breakfast & Brunch, American (New), Cafes, Restaurants",0,1,0,0,0,1
B3kpvT4oLJdQmU9lPnxdKA,Eladio's Restaurant,"Restaurants, Sandwiches, Breakfast & Brunch, Seafood, American (New)",1,1,0,0,0,0
BaWVwChTW_MqkKru_WZp3g,Super Cuca's Restaurant,"Restaurants, Mexican",0,1,0,0,0,0
4xBkP-W_WaOzBiP8yD7yvg,The Nugget Bar and Grill,"Nightlife, Restaurants, Sandwiches, Salad, American (Traditional), Steakhouses, Bars",1,1,0,1,0,1
E8tiSAB6O4TPeVdKR0K5Ug,Rusty's Pizza Parlor,"Pizza, Restaurants, Chicken Wings, Salad, Sandwiches",1,0,0,1,0,1
lqwbnNd_SXzkIK_pkU2FkA,D'Vine,"Sandwiches, Restaurants, Delis",1,0,0,0,0,1
YzcchXErwyb_8FL6bVPwEA,Peabody's,"Bars, Nightlife, American (Traditional), Restaurants",1,1,0,0,0,0
ZJ1rSNQ49v3nbG5qWgwojw,Mexican Fresh,"Mexican, Restaurants",0,1,0,0,0,0
DV0BJwh9qzPqcxufrA_7ag,Sam's to Go - Milpas,"Delis, Salad, Restaurants, Sandwiches, Burgers, American (Traditional)",1,0,0,0,0,1
W7gSJz80DywKnPRIGjA2Bw,Derf's Cafe,"Restaurants, American (Traditional)",1,0,0,0,0,0
kxxexMsFL4xJLIafhXXFlw,Esau's Cafe,"Restaurants, Coffee & Tea, Food, Breakfast & Brunch, Diners",0,1,0,0,1,1
MmN1qpG224QxOeq72DpN2g,Aldo's Italian Restaurant,"Italian, Restaurants",0,0,0,0,0,1
6EPPtwJR1kdIfHiCjzCzuw,The Harbor Restaurant,"Seafood, Restaurants, American (Traditional)",1,0,0,0,0,0
5bDjg02rlg6ODEUT-UQT-A,Rodney's Grill,"Bars, Hotels, Restaurants, Steakhouses, Hotels & Travel, Seafood, Nightlife, Event Planning & Services, Wine Bars",1,1,0,1,0,1
0c28ysQJ_M1fVToTFV-FWQ,Wingman Rodeo - Montecito Street,"Salad, Sandwiches, Vegetarian, Restaurants, Chicken Wings",1,0,0,1,1,1
DqVpNtgFCP47n6frh-LREA,El Paseo Mexican Restaurant,"Restaurants, Mexican",0,1,0,0,0,0
T9I4G6Or3sAbyYmB7c23hw,Tino's Italian Grocery,"Delis, Sandwiches, Food, International Grocery, Restaurants, Ethnic Food, Grocery, Specialty Food",1,0,1,0,1,1
KxTipxTtvRDOntfze34NPw,Ye Olde Butcher Shop,"Specialty Food, Delis, Restaurants, Food, Meat Shops",0,0,0,1,0,1
AmAc0eD6lyVyb7QdOAO1Mg,Soho Restaurant & Music Club,"Music Venues, Bars, Nightlife, Arts & Entertainment, Restaurants, American (Traditional)",1,1,0,1,0,0
DdD7j67fu8kM6DkvY4JCIA,Panaderia Veronica,"Restaurants, Bakeries, Food, Mexican",0,1,0,0,0,1
wfjqxgLSsLtyzswzQBziSw,Panino,"Restaurants, Salad, Soup, Sandwiches, Breakfast & Brunch",1,1,0,1,0,1
kwqXOtLCbNjgvwuMj4H1AQ,Montecito Gourmet by Village Cheese & Wine,"Delis, Nightlife, Bars, Food, Wine Bars, Restaurants, Coffee & Tea, Sandwiches, Wineries, Specialty Food, Arts & Entertainment, Cheese Shops",1,1,1,1,0,1
FH1sTH13rupNdANai7JFxA,The Bourbon Room,"Pizza, Burgers, Restaurants, American (New)",0,1,0,0,0,1
MnAn9IDCGMTXFqUqJ5P53Q,Giovanni's Pizza,"Pizza, Restaurants, Sandwiches, Italian",1,0,0,0,0,1
7oPREWTlY8RIMfwT1R0YYw,SALTY at the Beach,"Nightlife, Bars, Gastropubs, Restaurants, American (New)",0,1,0,1,0,0
o7NjFfP5ENPBLXsSnBcrlg,The French Table,"Gastropubs, French, Restaurants",0,0,0,1,1,0
wX4ap0Qy5ZK6Hy2iKvBqXA,"The Pasta Shoppe, LLC","Food, Desserts, Restaurants, Specialty Food, Pasta Shops, Cafes, Italian",0,0,1,0,1,1
Aes-0Q_guDeYewMapFs_vg,Longboard's Grill,"Nightlife, Seafood, American (Traditional), Bars, Restaurants",1,1,0,0,0,0
5B-m3Nir02zheQnEGopV0w,Killer Shrimp,"Restaurants, Music Venues, American (New), Arts & Entertainment, Nightlife, Seafood, Steakhouses",1,1,0,1,0,0
5Z3uvoIoOFUzTmrBmIJv2g,Nona's Italian Deli,"Restaurants, Sandwiches, Specialty Food, Pasta Shops, Grocery, Food, Ethnic Grocery, Delis",1,0,1,0,1,1
xGaYXbXGwagUKPNEaVqbWw,Eller's Doughnut House & Bakery,"Thai, Restaurants, Food, Donuts",0,0,0,1,0,0
V2cQOeZwPBmjpln6_p1Ygw,Stearns Wharf,"Public Services & Government, Landmarks & Historical Buildings, Local Flavor, Restaurants, Tours, Shopping, Shopping Centers, Seafood, Hotels & Travel, Boat Tours",1,0,1,1,0,0
jW4a3W9-UkFxpglHvo_Kqg,Meun Fan Thai Cafe,"Restaurants, Soup, Salad, Thai",0,0,0,1,0,1
GuzbBFraIq-fbkjfvaTRvg,Mesa Verde,"Garage Door Services, Restaurants, Live/Raw Food, Food, Home Services, Mediterranean, Keys & Locksmiths, Burgers, Vegetarian, Juice Bars & Smoothies, Vegan, Salad",0,0,1,1,1,1
XgehM3pBZWuXi45J2dqRJQ,Green Table,"Juice Bars & Smoothies, Restaurants, Food, Vegan, Cafes, Bakeries, Coffee & Tea, Gluten-Free, Vegetarian, Acai Bowls",0,0,1,1,1,1
Z0mBsgDzDnFAEC5o4X6G9g,Java Station,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Bakeries, Sandwiches, Tabletop Games, Shopping",1,1,1,1,0,1
IQPsL4ZKgYpvuN0BJn_yhQ,Mundos,"Restaurants, Desserts, Food, Latin American, Burgers, French, Soul Food, Gluten-Free, Asian Fusion",0,0,1,1,1,1
wJiaLWAxfqDeFsmE2cI8tg,Lazy Acres Market - Santa Barbara,"Health Markets, Food, Juice Bars & Smoothies, Specialty Food, Grocery, Restaurants, Delis, Meat Shops",0,0,0,1,1,1
hDr_bt6MEwlGvGCCKzyzhg,Goleta Coffee Co and Loca Vivant Kitchen,"Restaurants, Coffee & Tea, Breakfast & Brunch, Gluten-Free, Food, Sandwiches, Bagels",1,1,1,0,1,1
HJ_rOClY2RPrdervYopKmQ,Mosto,"Nightlife, Bars, Tapas/Small Plates, Spanish, Restaurants, Coffee & Tea, Cafes, Food, Italian, Wine Bars, Tapas Bars, Burgers",0,1,1,1,0,1
O6RCCmz8-x4NhWJpI8KQug,Breakfast Culture Club,"Nightlife, Coffee & Tea, Art Galleries, Bagels, Bakeries, Coffee Roasteries, Shopping, Coffeeshops, Food, Cafes, Restaurants, Arts & Entertainment",0,1,1,1,0,1
jZncFsMQdrq268OHq_Q6uw,Super Cuca's Taqueria,"Restaurants, Mexican",0,1,0,0,0,0
34Eqv8jXgxg_EEwcsNgeeg,Backyard Bowls,"Health Markets, Coffee & Tea, Ice Cream & Frozen Yogurt, Restaurants, Juice Bars & Smoothies, Breakfast & Brunch, Food, American (New), Specialty Food",0,1,0,1,0,1
s4k1P9FHfPUzw3dqXRp7eA,LOKUM Turkish Delight & Baklava,"Coffee & Tea, Food, Desserts, Turkish, Restaurants, Bakeries",0,0,1,0,1,1
ziXR7sUrbKRCNeDqfjibUg,Rudy's Restaurant No 1,"Restaurants, Mexican, Breakfast & Brunch",0,1,0,0,0,0
E3WUDYEvCVMplIFMgeN1xw,Cajun Kitchen Cafe,"Cajun/Creole, Breakfast & Brunch, Caterers, Restaurants, Event Planning & Services, Burgers",1,1,1,0,0,1
nMn4CTJQPXqpgLltYQrxMA,Cajé Coffee Roasters - Haley St,"Coffee Roasteries, Acai Bowls, Food, Coffee & Tea, Sandwiches, Bagels, Restaurants, Cafes",1,0,1,0,0,1
5lGOPqwxBNR9hfA9mFr2vA,Mac N Cheese After Dark,"Nightlife, Soul Food, Restaurants, Comfort Food, Local Flavor",0,1,1,1,0,0
gsXBNWHWhHv_f9NcwpVajw,Lighthouse Coffee,"Restaurants, Coffee & Tea, Breakfast & Brunch, Food, Cafes",0,1,0,0,0,1
HQ-C47_Xi5it1KzwEc0u0A,Barbarians,"Pizza, Bars, Sports Bars, Restaurants, Nightlife",0,1,0,1,0,1
-fxH1XplVLVtWg2ZJWwRdA,Sam's To Go,"Sandwiches, Restaurants, American (New)",1,1,0,0,0,0
RtJC7xavgAxOITQyAlGCbQ,Tri-County Produce Co,"Coffee & Tea, Restaurants, Specialty Food, Beer, Wine & Spirits, Food, Health Markets, Grocery, Fruits & Veggies",0,0,0,1,1,1
dQ6d9H7rnFSOSC_FXbJ_FQ,Blenders In the Grass,"Juice Bars & Smoothies, Restaurants, Food",0,0,0,1,0,0
KobS8yqBelXH11gaIhZJSg,The Endless Summer Bar Cafe,"Seafood, American (Traditional), Burgers, Bars, Nightlife, Restaurants, Cafes, Sports Bars",1,1,0,1,0,1
5vIfUavd23X3lBzjnnc4QA,Winchell's Donuts,"Food, Donuts, Restaurants, Sandwiches, Coffee & Tea",1,0,0,1,0,1
QfXEdQpBojorGinfCnrKTA,Subway,"Sandwiches, Restaurants, Fast Food, Breakfast & Brunch",1,1,0,0,0,1
425FOxIzHPcOB0niWc6-1w,Spudnuts Donuts,"Food, Restaurants, Donuts",0,0,0,1,0,0
lmKb382_WPMU4svBenUwHA,Gandolfos New York Deli,"Sandwiches, Delis, Restaurants",1,0,0,0,0,1
soaZ7_oU7xcphlw6gpWblg,Starbucks,"Food, Restaurants, Coffee & Tea",0,0,0,0,0,1
ODvaMIpjD6bHiwQ9-kmECw,Vices & Spices From Around the World,"Restaurants, Coffee & Tea, Food",0,0,0,0,0,1
MwJsk91FJ73YzzmpVaJihQ,Los Arroyos Mexican Restaurant & Take Out,"Restaurants, Bars, Caterers, Mexican, Salad, Event Planning & Services, Desserts, Food, Nightlife",1,1,0,0,1,1
bPVPZeqMuYtU_yGCb4P-jg,Empty Bowl Gourmet Noodle Bar,"Comfort Food, Asian Fusion, Chinese, Tapas/Small Plates, Noodles, Thai, Restaurants",0,0,0,1,1,0
_ecVi-tVoaKHKYxNkxFj7w,Dave's Dogs Grill,"Restaurants, Hot Dogs",0,0,0,1,0,0
8_r9EZL6vX5fPBoVh3gUrA,La Playa Azul Cafe,"Mexican, Restaurants",0,1,0,0,0,0
gjCxTVItFxk46rCZ-YaiFA,South Coast Deli- Chapala,"Sandwiches, Restaurants, Delis, Breakfast & Brunch",1,1,0,0,0,1
z9-8KvMAlVK46De-G3sNJQ,Blenders In The Grass,"Fast Food, Food, Acai Bowls, Juice Bars & Smoothies, Restaurants",0,0,1,1,0,1
FEBwxZMEpxRwVXx9Fm0XZw,Chad's,"Diners, Salad, American (Traditional), Breakfast & Brunch, Restaurants",1,1,0,0,1,1
ejqpFQ0dwO7AZhxTO9fySg,Bossie's Kitchen,"Farmers Market, American (Traditional), American (New), Food, Restaurants",1,1,0,1,0,0
grBPIq_eJCT_SGuhvMrUZQ,Blaze Pizza,"Fast Food, Restaurants, Pizza, Salad",0,0,0,0,0,1
2l-spLLGUzRiZg8dF623Nw,1114 Sports Bar & Games,"Beer Bar, Sports Bars, Pubs, Bars, Restaurants, Cocktail Bars, Gastropubs, Nightlife, Tapas Bars",0,1,0,1,0,1
P_QAD4_iMgqTaWd5On_n3g,TAP Thai Cuisine,"Thai, Vegetarian, Noodles, Restaurants, Asian Fusion",0,0,0,1,1,0
5t5fKwgnfaT-ScmfTcxwHg,JJ’s Diner,"Diners, Restaurants, Breakfast & Brunch",0,1,0,0,1,0
vyNMRa4U9gnrCzqR707GZA,Back Door Deli,"Delis, Sandwiches, Restaurants, Breakfast & Brunch",1,1,0,0,0,1
SZU9c8V2GuREDN5KgyHFJw,Santa Barbara Shellfish Company,"Live/Raw Food, Restaurants, Seafood, Beer Bar, Beer, Wine & Spirits, Bars, Food, Nightlife",1,1,0,1,1,0
yEmEDomLUofVtbZoUeFV5g,The Daily Grind Coffee & Tea Station,"Food, Juice Bars & Smoothies, Restaurants, Coffee & Tea, Breakfast & Brunch, Sandwiches",1,1,0,1,0,1
ghLjxj4HoSHdflBEz2lIqA,Gelson's,"Bakeries, Restaurants, Delis, Grocery, Specialty Food, Health Markets, Beer, Wine & Spirits, Food, American (New)",0,1,0,1,1,1
syuKX2pH3JJhOOppzNI6SA,Yoichi's,"Restaurants, Nightlife, Japanese, Bars",0,1,0,0,1,0
6HTGlttrzCMsuGBHO1ZGiw,Barbareño,"Restaurants, American (New), Barbeque, Food, Sandwiches, Wine Bars, Diners, Bars, Specialty Food, American (Traditional), Nightlife",1,1,0,0,1,1
1kVnChI4aqsPw9i2PVqkkw,Fresco Cafe,"American (Traditional), Bakeries, Restaurants, Italian, Breakfast & Brunch, Food",1,1,0,0,0,1
sk0IM8koYo1o9-k_rpkmxQ,Taqueria Santa Barbara,"Bars, Tacos, Mexican, Food, Beer, Wine & Spirits, Beer Bar, Nightlife, Restaurants",0,1,0,1,1,0
-r6nmLB5Vi2TLQCxh0_dtw,South Coast Deli- Carrillo,"Salad, Sandwiches, Restaurants, Delis",1,0,0,0,0,1
3tvi-OJ_-iK1ecjzSaH-oA,Hook And Press Donuts,"Breakfast & Brunch, Coffee & Tea, Bakeries, Desserts, Donuts, Food, Restaurants",0,1,0,1,1,1
1Du1NruqJwxnzgEUHc42Jw,SB Sunshine Cafe,"Restaurants, American (New), Breakfast & Brunch, Diners",0,1,0,0,1,0
YANEffRwcoMTLMfmeY1Y8A,Urkeb,"Sandwiches, Wraps, Kebab, German, Restaurants",1,0,1,0,0,0
a9K3jxNUUe6jr1uh8FsakQ,The Patio Cafe Santa Barbara,"Cafes, Restaurants, Breakfast & Brunch",0,1,0,0,0,1
UFpCraqzFBAhtZqmxmiWsA,Cat Therapy,"Themed Cafes, Cafes, Pets, Arts & Entertainment, Women's Clothing, Coffee & Tea, Shopping, Pet Adoption, Fashion, Pet Sitting, Accessories, Pet Stores, Pet Services, Food, Restaurants",0,0,1,1,0,1
c0p9TawJSQHchy5aL8NWgQ,Rosales Mexican Restaurant,"Mexican, Restaurants, Breakfast & Brunch, Seafood",1,1,0,0,0,0
TCWnTa69sJ3vGQsdEe3Esw,Uncle Roccos Famous NY Pizza,"Pizza, Italian, Fast Food, Restaurants",0,0,0,0,0,1
XHxAIQR-QAz6j1RMaz_J1A,Giovanni's of Santa Barbara,"Pizza, Restaurants, Sandwiches, Salad",1,0,0,0,0,1
IXQH9-nnTWZFgBF0V3MH-A,Cali-Forno Pizzeria,"Sandwiches, Pizza, Restaurants, Italian",1,0,0,0,0,1
L4-_gPiqsuX50JN_-qUhNQ,Jeannine’s American Bakery & Restaurant,"Food, Bakeries, Restaurants, Patisserie/Cake Shop, Cafes, Coffee & Tea",0,0,1,0,0,1
U2hkeMI-q4cS35QolJYN0A,Arigato Sushi,"Restaurants, Sushi Bars, Japanese, Asian Fusion",0,0,0,0,1,0
-ipZBVF9nWm1vzrvQ3444A,Habit Burger Grill,"Restaurants, Burgers",0,0,0,0,0,1
fKrmWy4GFsrgdOYhN9pyZA,Trattoria Vittoria,"Italian, Restaurants",0,0,0,0,0,1
tthy48ZIX_wfY8Dy0Dvg6w,Bouchon,"Seafood, Bars, Wine Bars, American (New), Restaurants, French, Nightlife, Mexican",1,1,0,0,1,1
sxuv5uZU15UHGT_HB1xYxQ,Islands Restaurant,"Bars, Burgers, Restaurants, Nightlife, Sports Bars, American (New)",0,1,0,1,0,1
sor6oj-nuslOcSx7di4urA,Santa Barbara Fish Market,"Seafood, Specialty Food, Seafood Markets, Farmers Market, Restaurants, Food",1,0,0,1,0,1
pqF3WkYktbR28uk2PSR7Rg,The Neighborhood Bar,"Lounges, American (New), Burgers, Cocktail Bars, Bars, Sports Bars, Nightlife, Restaurants",0,1,0,1,0,1
WVNkMz4sEl35swjVtKHOFw,Alessia Patisserie & Cafe ,"Bakeries, Food, Patisserie/Cake Shop, Cafes, Restaurants",0,0,1,0,0,1
oJwMmSZKJOnMboZ_z67MZw,Revolver,"Restaurants, Pizza",0,0,0,0,0,1
CLlnfxaYPTVLKE4VR-U1Yg,La Cocina Mexican Restaurant,"Mexican, Restaurants",0,1,0,0,0,0
yM7eA2uuH3Ch7OYVj3PKSw,Wabi Sabi,"Restaurants, Sushi Bars",0,0,0,0,1,0
C-aATB7SbuwMBPN5dgjghQ,Rusty's Pizza Parlor,"Salad, Sandwiches, Restaurants, Pizza",1,0,0,0,0,1
Hl_vXTiYLozWo7T9Cq17vw,Aperitivo,"Desserts, Food, Bars, Wine Bars, Coffee & Tea, Nightlife, Tapas/Small Plates, Restaurants",0,1,0,1,1,1
PPcz-0UtIJ8O7xDT551y2g,Intermezzo By Wine Cask,"Tapas Bars, Nightlife, Salad, Restaurants, Cocktail Bars, Bars, Wine Bars, Cafes, Pizza, American (New)",0,1,0,1,0,1
T_TX4Lx03Juo4pHF5cMYuA,Ca'Dario Pizzeria Veloce,"Restaurants, Pizza",0,0,0,0,0,1
eukRpR47MDH4XXfU_Dul9Q,Madam Lu,"Restaurants, Chinese",0,0,0,0,1,0
agXY9uFaWAhIzwWsRZB6gQ,Flagstone Pantry,"Specialty Food, Food, Sandwiches, Soup, Restaurants, Salad",1,0,0,1,0,1
1U8Kt44FIkC7RnJsNjaMTA,Teru Japanese Cuisine,"Japanese, Restaurants, Beer, Wine & Spirits, Food, Sushi Bars",0,0,0,0,1,0
EEwmN2uP1PmOyxpTstSIxA,Fernando's Churros,"Desserts, Restaurants, Food, Breakfast & Brunch, Delis, Food Trucks",0,1,0,0,1,1
ddm-u31cWT7Uq097opQUuQ,XO Burger,"Sandwiches, Pop-Up Restaurants, American (Traditional), Restaurants, Burgers",1,0,0,1,0,1
HNACff49-kXS7l0MyLOzHw,Rusty's Pizza Parlor,"Restaurants, Sandwiches, Chicken Wings, Salad, Italian, Pizza",1,0,0,1,0,1
I0jFTYVDs-WHwKR2XHQlRA,Zen Yai Thai Cuisine,"Thai, Restaurants, American (New), Pop-Up Restaurants, Asian Fusion",0,1,0,1,1,0
FQxEfhBd1gMrurP19bhK8w,Mama's Bakery & Deli,"Restaurants, Food, Delis, Bakeries",0,0,0,0,0,1
LdXB3D3gl3ckxZutLmen1g,Miso Hungry,"Food, Japanese, Sushi Bars, Do-It-Yourself Food, Restaurants",0,0,1,0,1,0
a32M9H9nkkPGKTKB5W27NA,Enterprise Fish,"Lounges, Nightlife, Restaurants, Bars, Seafood, American (Traditional), Soup",1,1,0,1,0,0
LIqjZ2fGRbjjMy0ezyuKSQ,Frankland's Crab,"Desserts, Seafood, Food, Salad, Live/Raw Food, Nightlife, Cocktail Bars, Restaurants, Bars, Fish & Chips, Sandwiches",1,1,0,1,1,1
kZtl_NJjUnlIQgzFrBhXyQ,Ichiban,"Restaurants, Japanese, Sushi Bars",0,0,0,0,1,0
v4AMcIZ--hXZuJIg3luUgg,Tamira,"Indian, Restaurants",0,0,0,1,0,0
z6I4QVP1M1HXETgwD92XHg,Olio E Limone Ristorante,"Restaurants, Italian",0,0,0,0,0,1
7wcHZ80HLJVwUijAH_efJQ,Breakwater Restaurant,"Restaurants, American (Traditional), Seafood, Breakfast & Brunch",1,1,0,0,0,0
ZmQHzv1pf0fbk-tm8lu0EA,Downey's,"Seafood, Restaurants, American (New), French",1,1,0,0,1,0
rh6O8NtKJUhqZ0G2Pkpj2Q,Yume Sushi Japanese Restaurant,"Seafood, Restaurants, Sushi Bars, Food, Desserts, Japanese",1,0,0,0,1,0
BwUWmUFKCuJ-nN9vFwMt2Q,Himalayan Kitchen,"Restaurants, Indian, Himalayan/Nepalese",0,0,1,1,0,0
R_8S3Iuhpzoi3nM-xq3kcw,The Daily Grind,"Restaurants, Sandwiches, Breakfast & Brunch, Coffee & Tea, Food, Juice Bars & Smoothies",1,1,0,1,0,1
PVo1orQ9R7ZHfg90QACh-w,Your Choice,"Restaurants, Thai, Food, Chicken Wings, Ice Cream & Frozen Yogurt, Desserts",0,0,0,1,1,0
Hqz96v1ymucUKNzIWfEKXw,Subway,"Restaurants, Delis, Sandwiches, Fast Food",1,0,0,0,0,1
Ak4vFqHZUWU5KXONRnuieQ,Los Altos Restaurant,"Mexican, Breakfast & Brunch, Restaurants, Seafood",1,1,0,0,0,0
mZ-pJSdAVrBa7ioXVzE7-Q,Marbella,"Tapas/Small Plates, Restaurants, Breakfast & Brunch, Seafood, American (New)",1,1,0,1,0,0
c1oDGw0j9-Lxus_Xs7go8g,Itsuki Restaurant,"Japanese, Restaurants",0,0,0,0,1,0
wFES5bGDiPANW13hNHnXOQ,Sakana Sushi Bar & Japanese,"Sushi Bars, Japanese, Restaurants",0,0,0,0,1,0
aFhPwy7OhyKah4cJY2QdEQ,Stonehouse Restaurant,"Restaurants, American (New), Seafood, Steakhouses",1,1,0,1,0,0
23OxrUaCvvVrwSa1z3xG-w,Recipes Bakery & Gifts: An Australian Coffee House,"Breakfast & Brunch, Restaurants, Bakeries, Food, Australian",0,1,1,0,0,1
D_WS8rM-DVygaCKbIErZ6Q,Palapa,"Restaurants, Mexican",0,1,0,0,0,0
